[2026-07-02T00:00:32Z] [info] ambient_pick | local:ambient_fallback.mp3
[2026-07-02T08:13:55Z] [info] ambient_pick | local:violet-orbit.mp3
[2026-07-02T08:13:55Z] [info] ambient_now_playing | violet orbit
[2026-07-02T08:19:35Z] [info] ambient_pick | local:relaxation-sleep-jean-angius.mp3
[2026-07-02T08:19:35Z] [info] ambient_now_playing | relaxation sleep jean angius
[2026-07-02T08:22:13Z] [info] ambient_pick | local:positive-mood-ambient.mp3
[2026-07-02T08:22:13Z] [info] ambient_now_playing | positive mood ambient
[2026-07-02T08:27:28Z] [info] ambient_pick | local:zen-instrumental-ambient.mp3
[2026-07-02T08:27:28Z] [info] ambient_now_playing | zen instrumental ambient
[2026-07-02T08:32:58Z] [info] ambient_pick | local:relaxing-piano-clavier.mp3
[2026-07-02T08:32:58Z] [info] ambient_now_playing | relaxing piano clavier
[2026-07-02T08:35:09Z] [info] ambient_pick | local:dreamcatcher-calm-ambient.mp3
[2026-07-02T08:35:09Z] [info] ambient_now_playing | dreamcatcher calm ambient
[2026-07-02T08:39:26Z] [info] ambient_pick | local:spiritual-meditation-mountain.mp3
[2026-07-02T08:39:26Z] [info] ambient_now_playing | spiritual meditation mountain
[2026-07-02T08:44:56Z] [info] ambient_pick | local:five-minute-relaxing-calm.mp3
[2026-07-02T08:44:56Z] [info] ambient_now_playing | five minute relaxing calm
[2026-07-02T08:51:35Z] [info] ambient_pick | local:free-ambient-meditation.mp3
[2026-07-02T08:51:35Z] [info] ambient_now_playing | free ambient meditation
[2026-07-02T08:54:04Z] [info] quote_skipped | quotes_enabled is false
[2026-07-02T19:19:06Z] [info] bot_ready | Garth#3905
[2026-07-02T19:21:06Z] [info] command | start user=531896743063846943
[2026-07-02T19:21:07Z] [info] ambient_pick | local:spiritual-meditation-mountain.mp3
[2026-07-02T19:21:07Z] [info] ambient_now_playing | spiritual meditation mountain
[2026-07-02T19:21:48Z] [info] command | meditate user=531896743063846943
[2026-07-02T19:22:01Z] [info] command | pause user=531896743063846943
[2026-07-02T19:22:06Z] [info] quote_skipped | quotes_enabled is false
[2026-07-02T19:22:09Z] [info] command | meditate user=531896743063846943
[2026-07-02T19:22:23Z] [warn] garth_model_skip | openai/gpt-oss-120b:free unavailable (rate-limited), trying next
[2026-07-02T19:22:26Z] [info] garth_model_fallback | used fallback model openai/gpt-oss-20b:free
[2026-07-02T19:22:36Z] [info] command | meditate user=531896743063846943
[2026-07-02T19:22:43Z] [warn] garth_model_skip | openai/gpt-oss-120b:free unavailable (rate-limited), trying next
[2026-07-02T19:22:48Z] [info] garth_model_fallback | used fallback model openai/gpt-oss-20b:free
[2026-07-02T19:23:01Z] [info] command | start user=531896743063846943
[2026-07-02T19:23:09Z] [warn] garth_model_skip | openai/gpt-oss-120b:free unavailable (rate-limited), trying next
[2026-07-02T19:23:14Z] [info] garth_model_fallback | used fallback model openai/gpt-oss-20b:free
[2026-07-02T19:23:23Z] [info] command | start user=531896743063846943
[2026-07-02T19:23:43Z] [info] command | meditate user=531896743063846943
[2026-07-02T19:23:49Z] [warn] garth_model_skip | openai/gpt-oss-120b:free unavailable (rate-limited), trying next
[2026-07-02T19:23:55Z] [info] garth_model_fallback | used fallback model openai/gpt-oss-20b:free
[2026-07-02T19:24:14Z] [info] garth_tool | stop_voice_session {}
[2026-07-02T19:24:39Z] [info] command | start user=531896743063846943
[2026-07-02T19:24:40Z] [info] ambient_pick | local:violet-orbit.mp3
[2026-07-02T19:24:40Z] [info] ambient_now_playing | violet orbit
[2026-07-02T19:30:20Z] [info] ambient_pick | local:five-minute-relaxing-calm.mp3
[2026-07-02T19:30:20Z] [info] ambient_now_playing | five minute relaxing calm
[2026-07-02T19:36:58Z] [info] ambient_pick | local:ambient_fallback.mp3
[2026-07-02T19:36:58Z] [info] ambient_now_playing | ambient fallback
[2026-07-02T19:42:20Z] [info] ambient_pick | local:calm-my-mind.mp3
[2026-07-02T19:42:20Z] [info] ambient_now_playing | calm my mind
[2026-07-02T19:45:19Z] [info] ambient_pick | local:zen-instrumental-ambient.mp3
[2026-07-02T19:45:19Z] [info] ambient_now_playing | zen instrumental ambient
[2026-07-02T19:47:39Z] [info] command | pause user=531896743063846943
[2026-07-02T22:54:46Z] [info] bot_ready | Garth#3905
[2026-07-02T22:57:46Z] [info] quote_skipped | quotes_enabled is false
